eid,size,dataset_type,category,shape_type,data_unit,sentence
Id14,3,en,University,sibling,Accademia_di_Architettura_di_Mendrisio city Mendrisio Accademia_di_Architettura_di_Mendrisio country Switzerland Accademia_di_Architettura_di_Mendrisio numberOfStudents 600,"The Accademia di Architettura di Mendrisio in Switzerland, Mendrisio has a student count of 600."
Id181,3,en,Building,mixed,New_York_City isPartOf New_York New_York_City isPartOf Manhattan Asser_Levy_Public_Baths location New_York_City,"Asser Levy Public baths are located in New York City, New York, Manhattan."
Id2,2,en,SportsTeam,sibling,A.C._Chievo_Verona ground Stadio_Marc'Antonio_Bentegodi A.C._Chievo_Verona league Serie_A,"The home ground of A.C. Chievo Verona is Stadio Marc'Antonio Bentegodi, he played in Serie A."
Id64,3,en,SportsTeam,mixed,Stuart_Parker_(footballer) club Chesterfield_F.C. Stuart_Parker_(footballer) club Blackburn_Rovers_F.C. A.F.C._Blackpool manager Stuart_Parker_(footballer),The manager of A.F.C. Blackpool is Stuart Parker (footballer) who is attached to Chesterfield football club and plays for Blackburn Rovers F.C.
Id2,2,en,Food,sibling,Ajoblanco ingredient Almond Ajoblanco region Andalusia,"Ajoblanco, from Andalusia, has almond as one of its ingredients."
Id112,2,en,Building,sibling,"Alan_B._Miller_Hall address ""101 Ukrop Way"" Alan_B._Miller_Hall inaugurationDate ""2009-10-02""","Alan B Miller Hall (which was inaugurated on 2009-10-02) has the address ""101 Ukrop Way""."
Id9,1,en,Monument,,14th_New_Jersey_Volunteer_Infantry_Monument district Monocacy_National_Battlefield,The 14th New Jersey Volunteer Infantry Monument is located in the district of the Monocacy National Battlefield.
Id20,1,en,ComicsCharacter,,"BBC keyPerson Tony_Hall,_Baron_Hall_of_Birkenhead","A key person at the BBC is Baron Hall of Birkenhead, Tony Hall."
Id89,3,en,SportsTeam,mixed,Christian_Panucci club Genoa_C.F.C. Christian_Panucci club Chelsea_F.C. A.S._Livorno_Calcio manager Christian_Panucci,Christian Panucci has played for Chelsea FC and Genoa C.F.C. and now manages A.S. Livorno Calcio.
Id135,4,en,Airport,mixed,"Appleton_International_Airport cityServed Appleton,_Wisconsin Greenville,_Wisconsin isPartOf Grand_Chute,_Wisconsin Appleton,_Wisconsin isPartOf Kimberly,_Wisconsin Appleton_International_Airport location Greenville,_Wisconsin","Greenville is in Grand Chute Wisconsin and is the location of Appleton International Airport. The airport serves the city of Appleton which is part of Kimberly, Wisconsin."
Id191,1,en,SportsTeam,,Jorge_Humberto_Rodríguez club C.D._Águila,Jorge Humberto Rodriguez is a member of C.D. Aguila.
Id59,6,en,Astronaut,sibling,"Elliot_See almaMater University_of_Texas_at_Austin Elliot_See birthPlace Dallas Elliot_See deathDate ""1966-02-28"" Elliot_See deathPlace St._Louis Elliot_See occupation Test_pilot Elliot_See status ""Deceased""","Elliot See was born in Dallas and died in St. Louis on February 28,1966. He served as a test pilot and graduated from the University of Texas at Austin."
Id37,1,en,Astronaut,,"Buzz_Aldrin dateOfRetirement ""1971-07-01""","Buzz Aldrin retired on July 1st, 1971."
Id10,2,en,Building,sibling,"Addis_Ababa_City_Hall currentTenants ""Government of Addis Ababa"" Addis_Ababa_City_Hall height ""42 m""",Addis Ababa City Hall is 42 m high and houses the Government of Addis Ababa.
Id8,2,en,ComicsCharacter,sibling,Arion_(comicsCharacter) creator Jan_Duursema Arion_(comicsCharacter) creator Paul_Kupperberg,The character Arion was created by Jan Duursema and Paul Kupperberg.
Id255,2,en,Food,chain,Ayam_penyet country Java Java ethnicGroup Banyumasan_people,"Banyumasan people is one of the ethnic groups in Java, where the dish ayam penyet can be found."
Id9,3,en,ComicsCharacter,sibling,"Auron_(comicsCharacter) creator Karl_Kesel Auron_(comicsCharacter) creator Marv_Wolfman Auron_(comicsCharacter) fullName ""Lambien""","Auron, a comic book character whose full name is Lambien, was created by Karl Kesel and Marv Wolfman."
Id1,3,en,SportsTeam,sibling,1._FC_Köln manager Peter_Stöger 1._FC_Köln numberOfMembers 50000 1._FC_Köln season 2014,"1. FC Koln, whose manage is peter Stoger, participated in 2014 and now have 50000 members."
Id114,2,en,SportsTeam,sibling,AFC_Ajax numberOfMembers 53502 AFC_Ajax season 2014,"AFC Ajax, which has 53502 members, played in the 2014 season."
Id304,3,en,Food,mixed,Ajoblanco country Spain Spain ethnicGroup Spaniards Spain language Spanish_language,Ajoblanco comes from Spain where Spanish is spoken and the Spaniards are an ethnic group.
Id67,5,en,Building,sibling,"Adisham_Hall address ""St. Benedict's Monastery, Adisham, Haputhale, Sri Lanka"" Adisham_Hall architecturalStyle ""Tudor and Jacabian"" Adisham_Hall buildingStartDate ""1927"" Adisham_Hall completionDate 1931 Adisham_Hall location ""Haputale, Sri Lanka""","The architecture style of Adisham Hall is Tudor and Jacabian. It was constructed from 1927 to 1931 and is located on St. Benedict's Monastery in Adisham, Haputale, Sri Lanka."
Id9,5,en,Monument,sibling,"11th_Mississippi_Infantry_Monument category Contributing_property 11th_Mississippi_Infantry_Monument established 2000 11th_Mississippi_Infantry_Monument location Seminary_Ridge 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania 11th_Mississippi_Infantry_Monument municipality Gettysburg,_Pennsylvania","Established in 2000, the 11th Mississippi Infantry Monument is found in the Seminary Ridge, Adams County, Pennsylvania. It has a Contributing Property designation in Gettysburg."
Id90,2,en,Airport,chain,"Punjab,_Pakistan leaderTitle Provincial_Assembly_of_the_Punjab Allama_Iqbal_International_Airport location Punjab,_Pakistan","Allama Iqbal International Airport is located in Punjab, Pakistan, which is led by the Provincial Assembly of the Punjab."
Id5,1,en,Monument,,"11th_Mississippi_Infantry_Monument municipality Gettysburg,_Pennsylvania","The 11th Mississippi Infantry Monument is located in Gettysburg, Pennsylvania."
Id204,1,en,Building,,"Marriott_International location Bethesda,_Maryland","The Marriott International is located in Bethesda, Maryland."
Id7,1,en,Airport,,Aarhus_Airport runwayLength 2776.0,The length of the runway at Aarhus Airport is 2776.0.
Id86,5,en,Building,mixed,Alan_B._Miller_Hall architect Robert_A._M._Stern Virginia country United_States Alan_B._Miller_Hall currentTenants Mason_School_of_Business Alan_B._Miller_Hall location Virginia Alan_B._Miller_Hall owner College_of_William_&_Mary,"Alan B Miller Hall is in Virginia, United States. The architect was Robert A.M. Stern and the current owner is the College of William and Mary but the current tenants are The Mason School of Business."
Id126,2,en,Airport,chain,Ícolo_e_Bengo isPartOf Luanda_Province Angola_International_Airport location Ícolo_e_Bengo,"Angola International airport is located in Icolo e Bengo, in the Luanda Province."
Id29,6,en,University,sibling,"Acharya_Institute_of_Technology affiliation Visvesvaraya_Technological_University Acharya_Institute_of_Technology campus ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" Acharya_Institute_of_Technology city Bangalore Acharya_Institute_of_Technology country ""India"" Acharya_Institute_of_Technology motto ""Nurturing Excellence"" Acharya_Institute_of_Technology numberOfPostgraduateStudents 700","The Acharya Institute of Technology is located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090, India. The institute's motto is ""Nurturing Excellence"" and it is affiliated with the Visvesvaraya Technological University. The institute has 700 postgraduate students."
Id37,3,en,Monument,mixed,Turkey currency Turkish_lira Turkey largestCity Istanbul Atatürk_Monument_(İzmir) location Turkey,Istanbul is the largest city in Turkey but the Ataturk monument is located in Izmir. The Turkish currency is known as the Turkish lira.
Id177,1,en,SportsTeam,,Jens_Härtel club Berliner_AK_07,Jens Hartel club is Berliner AK 07.
Id304,3,en,Food,mixed,Ajoblanco country Spain Spain ethnicGroup Spaniards Spain language Spanish_language,Ajoblanco is from Spain where the language is Spanish and one of the ethnic groups are the Spaniards.
Id14,1,en,Airport,,"Abilene,_Texas isPartOf Texas",Abilene is part of Texas.
Id223,1,en,Building,,Sri_Lanka language Tamil_language,The language of Sri Lanka is the Tamil language.
Id49,3,en,ComicsCharacter,sibling,"Blockbuster_(comicsCharacter) alternativeName ""Mark Desmond"" Blockbuster_(comicsCharacter) creator Roger_Stern Blockbuster_(comicsCharacter) creator Carmine_Infantino",Blockbuster is a comic character with the alternative name of Mark Desmond and was created by Carmine Infantino and Roger Stern.
Id73,2,en,Building,sibling,AC_Hotel_Bella_Sky_Copenhagen location Denmark AC_Hotel_Bella_Sky_Copenhagen tenant Marriott_International,The Marriott International Hotel in Denmark is a tenant of AC Hotel Bella Sky Copenhagen.
Id7,5,en,SportsTeam,mixed,Greece capital Athens Greece currency Euro Greece leader Alexis_Tsipras Greece leader Prokopis_Pavlopoulos A.E_Dimitra_Efxeinoupolis location Greece,"The A.E Dimitra Efxeinoupolis club is located in Greece, where the money used is the Euro. Athens is the capital of Greece, and two of the leaders are Alexis Tsipras and Prokopis Pavlopoulos."
Id80,4,en,SportsTeam,mixed,Superleague_Greece champions Olympiacos_F.C. AEK_Athens_F.C. ground Olympic_Stadium_(Athens) AEK_Athens_F.C. league Superleague_Greece AEK_Athens_F.C. numberOfMembers 69618,Olympiacos F.C. were past champions in the Greek Superleague where AEK Athens F.C. are currently playing. The latter club has 69618 members and its home ground is the Olympic Stadium (Athens).
Id20,1,en,Airport,,Angola_International_Airport cityServed Luanda,Angola International Airport serves Luanda.
Id167,2,en,Airport,sibling,Athens_International_Airport cityServed Athens Athens_International_Airport runwayLength 4000.0,Athens International Airport serves the city of Athens and its runway length is 4000.
Id11,3,en,SportsTeam,mixed,Jens_Härtel club 1._FC_Union_Berlin Jens_Härtel club SV_Germania_Schöneiche 1._FC_Magdeburg manager Jens_Härtel,The manager of FC Magdeburg is Jens Härtel who is part of the club 1. FC Union Berlin and plays for SV Germania Schoneiche.
Id2,6,en,University,mixed,"AWH_Engineering_College academicStaffSize 250 AWH_Engineering_College city ""Kuttikkattoor"" AWH_Engineering_College country India AWH_Engineering_College established 2001 India river Ganges AWH_Engineering_College state Kerala","Established in 2001, the AWH Engineering College in Kuttikkattoor, Kerala India currently has 250 staff. A famous river in the country is the Ganges."
Id112,2,en,SportsTeam,chain,Frank_de_Boer club Netherlands_national_football_team AFC_Ajax manager Frank_de_Boer,Frank de Boer played for the Netherlands national football team and manages the AFC Ajax team.
Id166,4,en,Airport,mixed,"Egg_Harbor_Township,_New_Jersey country United_States Egg_Harbor_Township,_New_Jersey isPartOf Atlantic_County,_New_Jersey Atlantic_City_International_Airport location Egg_Harbor_Township,_New_Jersey Atlantic_City_International_Airport runwayLength 1873.0","Egg Harbor Township, is a township in Atlantic County, New Jersey, United States. With a runway length of 1873 metres, Atlantic City International Airport is located in Egg Harbor Township."
Id170,2,en,Airport,chain,"Egg_Harbor_Township,_New_Jersey isPartOf Atlantic_County,_New_Jersey Atlantic_City_International_Airport location Egg_Harbor_Township,_New_Jersey","Atlantic City International Airport is in Egg Harbor Township which is part of Atlantic County, New Jersey."
Id4,2,en,ComicsCharacter,sibling,"Amazing-Man_(comicsCharacter) alternativeName ""John Aman"" Amazing-Man_(comicsCharacter) creator Bill_Everett","Bill Everett is the creator of the comic character, Amazing-Man who has the alternative name, John Aman."
Id77,4,en,Food,mixed,Bacon_sandwich country United_Kingdom BLT dishVariation Club_sandwich Bacon_sandwich dishVariation BLT BLT ingredient Lettuce,The country that bacon sandwich comes from is the United Kingdom. Variations include the BLT (which includes lettuce) and the club sandwich.
Id15,3,en,Airport,sibling,"Aarhus_Airport operatingOrganisation Aktieselskab Aarhus_Airport runwayLength 2777.0 Aarhus_Airport runwayName ""10L/28R""",Aktieselskab operates Aarhus Airport which has a runway that is 2777.0 meters long and the runway name 10L/28R.
Id22,4,en,Monument,mixed,"Azerbaijan capital Baku Baku_Turkish_Martyrs'_Memorial dedicatedTo ""Ottoman Army soldiers killed in the Battle of Baku"" Baku_Turkish_Martyrs'_Memorial location Azerbaijan Baku_Turkish_Martyrs'_Memorial material ""Red granite and white marble""",The Baku Turkish Martyrs' Memorial which is made of red granite and white marble is dedicated to the Ottoman Army Soldiers killed in the Battle of Baku. The memorial can be found in Azerbaijan's capital Baku.
Id227,1,en,SportsTeam,,Rolando_Maran club Carrarese_Calcio,Rolando Maran is in the Carrarese Calcio club.
Id119,2,en,SportsTeam,chain,AFC_Ajax_(amateurs) ground Sportpark_De_Toekomst Sportpark_De_Toekomst tenant Ajax_Youth_Academy,"AFC Ajax (amateurs)'s ground is Sportpark De Toekomst, where Ajax Youth Academy is a tenant."
Id19,1,en,Monument,,Atatürk_Monument_(İzmir) location Turkey,The Atatürk Monument (İzmir) can be found in Turkey.
Id20,1,en,ComicsCharacter,,"BBC keyPerson Tony_Hall,_Baron_Hall_of_Birkenhead","Tony Hall, the Baron Hall of Birkenhead, is a key person with the BBC."
Id231,1,en,Food,,Philippines ethnicGroup Moro_people,Moro people is an ethnic group in the Philippines.
Id60,5,en,University,mixed,"Acharya_Institute_of_Technology affiliation Visvesvaraya_Technological_University Acharya_Institute_of_Technology campus ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" Visvesvaraya_Technological_University city Belgaum Acharya_Institute_of_Technology country ""India"" Acharya_Institute_of_Technology numberOfPostgraduateStudents 700","The Acharya Institute of Technology's campus is in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090, India. It is affiliated to the Visvesvaraya Technological University in Belgaum and it has 700 postgraduate students."
Id186,1,en,Airport,,Athens_International_Airport runwayLength 3800.0,The runway length of Athens International Airport is 3800.0.
Id195,1,en,Airport,,"Atlantic_City_International_Airport location Egg_Harbor_Township,_New_Jersey","Atlantic City International Airport is located at Egg Harbor Township, New Jersey."
Id153,4,en,Airport,mixed,Turkmenistan_Airlines headquarter Turkmenistan Turkmenistan_Airlines headquarter Ashgabat Ashgabat_International_Airport operatingOrganisation Turkmenistan_Airlines Ashgabat_International_Airport runwayLength 900.0,"Turkmenistan airlines have headquarters in Ashgabat, Turkmenistan and are the operating organisation for Ashgabat International airport that has a runway length of 900.0."
Id21,4,en,Monument,sibling,"Atatürk_Monument_(İzmir) designer Pietro_Canonica Atatürk_Monument_(İzmir) inaugurationDate ""1932-07-27"" Atatürk_Monument_(İzmir) location Turkey Atatürk_Monument_(İzmir) material ""Bronze""","Pietro Canonica designed the bronze Ataturk monument which was inaugurated in Izmir, Turkey on 27 July 1932."
